Fieldnumber,Plot,fam,spsab,rootdiamscore,actdiest,pH,Clay,Silt,C,Ntotal,ResinP
2,3,Asteraceae,baco,3,13.982,6.34,37.979,29.208,6.43,2207.6,3.5
2,3,Apiaceae,erho,3,0.000,6.34,37.979,29.208,6.43,2207.6,3.5
2,3,Asteraceae,hyp5,3,0.000,6.34,37.979,29.208,6.43,2207.6,3.5
2,3,Juncaceae,juca,3,1.244,6.34,37.979,29.208,6.43,2207.6,3.5
2,3,Poaceae,mnse,3,9.882,6.34,37.979,29.208,6.43,2207.6,3.5
2,3,Poaceae,pano,3,0.000,6.34,37.979,29.208,6.43,2207.6,3.5
2,4,Poaceae,axfi,3,11.017,5.27,21.056,27.196,3.76,2285.7,1.1
2,4,Asteraceae,baco,3,17.532,5.27,21.056,27.196,3.76,2285.7,1.1
2,4,Apiaceae,erho,3,0.000,5.27,21.056,27.196,3.76,2285.7,1.1
2,4,Apiaceae,ernu,3,0.000,5.27,21.056,27.196,3.76,2285.7,1.1
2,4,Asteraceae,hyp5,3,5.783,5.27,21.056,27.196,3.76,2285.7,1.1
2,4,Juncaceae,juca,3,7.101,5.27,21.056,27.196,3.76,2285.7,1.1
2,4,Poaceae,mnse,3,16.104,5.27,21.056,27.196,3.76,2285.7,1.1
2,4,Poaceae,padi,3,2.672,5.27,21.056,27.196,3.76,2285.7,1.1
2,4,Poaceae,pano,3,1.757,5.27,21.056,27.196,3.76,2285.7,1.1
2,4,Poaceae,papl,3,4.612,5.27,21.056,27.196,3.76,2285.7,1.1
2,4,Poaceae,spin,3,2.452,5.27,21.056,27.196,3.76,2285.7,1.1
3,1,Poaceae,ante,3,6.694,5.53,38.214,50.472,5.61,2866.7,5
3,1,Poaceae,axfi,3,6.853,5.53,38.214,50.472,5.61,2866.7,5
3,1,Asteraceae,bage,3,7.394,5.53,38.214,50.472,5.61,2866.7,5
3,1,Apiaceae,erho,3,6.015,5.53,38.214,50.472,5.61,2866.7,5
3,1,Apiaceae,ernu,3,6.340,5.53,38.214,50.472,5.61,2866.7,5
3,1,Juncaceae,jumi,3,8.998,5.53,38.214,50.472,5.61,2866.7,5
3,1,Poaceae,mnse,3,5.852,5.53,38.214,50.472,5.61,2866.7,5
3,1,Poaceae,padi,3,6.644,5.53,38.214,50.472,5.61,2866.7,5
3,1,Poaceae,pano,3,6.556,5.53,38.214,50.472,5.61,2866.7,5
3,1,Poaceae,papl,3,7.171,5.53,38.214,50.472,5.61,2866.7,5
3,1,Amaranthaceae,pftu,3,19.146,5.53,38.214,50.472,5.61,2866.7,5
3,2,Poaceae,ante,3,5.681,5.46,43.689,45.877,4.36,2137.4,2
3,2,Poaceae,axfi,3,10.193,5.46,43.689,45.877,4.36,2137.4,2
3,2,Asteraceae,bage,3,5.982,5.46,43.689,45.877,4.36,2137.4,2
3,2,Apiaceae,ernu,3,5.561,5.46,43.689,45.877,4.36,2137.4,2
3,2,Juncaceae,jumi,3,7.370,5.46,43.689,45.877,4.36,2137.4,2
3,2,Poaceae,mnse,3,4.124,5.46,43.689,45.877,4.36,2137.4,2
3,2,Poaceae,padi,3,5.675,5.46,43.689,45.877,4.36,2137.4,2
3,2,Poaceae,pano,3,6.236,5.46,43.689,45.877,4.36,2137.4,2
3,2,Poaceae,papl,3,7.567,5.46,43.689,45.877,4.36,2137.4,2
3,2,Amaranthaceae,pftu,3,6.949,5.46,43.689,45.877,4.36,2137.4,2
3,3,Poaceae,ante,3,6.424,5.36,47.476,41.593,5.48,3344.4,3
3,3,Poaceae,axfi,3,8.852,5.36,47.476,41.593,5.48,3344.4,3
3,3,Asteraceae,bage,3,7.185,5.36,47.476,41.593,5.48,3344.4,3
3,3,Apiaceae,erho,3,6.778,5.36,47.476,41.593,5.48,3344.4,3
3,3,Apiaceae,ernu,3,6.812,5.36,47.476,41.593,5.48,3344.4,3
3,3,Poaceae,mnse,3,7.956,5.36,47.476,41.593,5.48,3344.4,3
3,3,Poaceae,padi,3,7.993,5.36,47.476,41.593,5.48,3344.4,3
3,3,Poaceae,pano,3,6.920,5.36,47.476,41.593,5.48,3344.4,3
3,3,Poaceae,papl,3,8.876,5.36,47.476,41.593,5.48,3344.4,3
3,3,Amaranthaceae,pftu,3,8.109,5.36,47.476,41.593,5.48,3344.4,3
3,4,Poaceae,ante,3,6.949,5.58,27.250,51.438,5.22,2254.3,2
3,4,Poaceae,axfi,3,9.839,5.58,27.250,51.438,5.22,2254.3,2
3,4,Asteraceae,bage,3,9.971,5.58,27.250,51.438,5.22,2254.3,2
3,4,Apiaceae,erho,3,5.823,5.58,27.250,51.438,5.22,2254.3,2
3,4,Apiaceae,ernu,3,6.397,5.58,27.250,51.438,5.22,2254.3,2
3,4,Juncaceae,jumi,3,9.010,5.58,27.250,51.438,5.22,2254.3,2
3,4,Poaceae,mnse,3,7.395,5.58,27.250,51.438,5.22,2254.3,2
3,4,Poaceae,padi,3,23.468,5.58,27.250,51.438,5.22,2254.3,2
3,4,Poaceae,pano,3,7.118,5.58,27.250,51.438,5.22,2254.3,2
3,4,Poaceae,papl,3,10.529,5.58,27.250,51.438,5.22,2254.3,2
3,4,Amaranthaceae,pftu,3,31.851,5.58,27.250,51.438,5.22,2254.3,2
4,1,Poaceae,anla,3,2.818,5.43,5.279,11.009,3.38,817.8,4.3
4,1,Poaceae,axar,3,10.980,5.43,5.279,11.009,3.38,817.8,4.3
4,1,Asteraceae,baco,3,33.087,5.43,5.279,11.009,3.38,817.8,4.3
4,1,Asteraceae,bape,3,25.072,5.43,5.279,11.009,3.38,817.8,4.3
4,1,Lamiaceae,hymu,3,5.088,5.43,5.279,11.009,3.38,817.8,4.3
4,1,Malvaceae,krfl,3,3.806,5.43,5.279,11.009,3.38,817.8,4.3
4,1,Poaceae,mnse,3,1.061,5.43,5.279,11.009,3.38,817.8,4.3
4,1,Onagraceae,oepa,3,0.183,5.43,5.279,11.009,3.38,817.8,4.3
4,1,Poaceae,pano,3,11.712,5.43,5.279,11.009,3.38,817.8,4.3
4,1,Poaceae,scsp,3,8.418,5.43,5.279,11.009,3.38,817.8,4.3
4,2,Poaceae,anla,3,0.952,5.7,12.694,12.544,3.66,1358.2,4.3
4,2,Poaceae,axar,3,2.233,5.7,12.694,12.544,3.66,1358.2,4.3
4,2,Asteraceae,baco,3,11.932,5.7,12.694,12.544,3.66,1358.2,4.3
4,2,Asteraceae,bape,3,8.491,5.7,12.694,12.544,3.66,1358.2,4.3
4,2,Amaranthaceae,gope,3,13.323,5.7,12.694,12.544,3.66,1358.2,4.3
4,2,Lamiaceae,hymu,3,7.576,5.7,12.694,12.544,3.66,1358.2,4.3
4,2,Malvaceae,krfl,3,0.000,5.7,12.694,12.544,3.66,1358.2,4.3
4,2,Onagraceae,oepa,3,0.000,5.7,12.694,12.544,3.66,1358.2,4.3
4,2,Poaceae,pano,3,1.793,5.7,12.694,12.544,3.66,1358.2,4.3
4,2,Poaceae,scsp,3,3.404,5.7,12.694,12.544,3.66,1358.2,4.3
4,2,Fabaceae,trpo,3,13.433,5.7,12.694,12.544,3.66,1358.2,4.3
4,3,Poaceae,anla,3,0.000,5.27,5.233,6.048,2.65,870.9,2.4
4,3,Poaceae,axar,3,5.271,5.27,5.233,6.048,2.65,870.9,2.4
4,3,Asteraceae,baco,3,32.355,5.27,5.233,6.048,2.65,870.9,2.4
4,3,Asteraceae,bape,3,0.000,5.27,5.233,6.048,2.65,870.9,2.4
4,3,Apiaceae,erho,3,0.256,5.27,5.233,6.048,2.65,870.9,2.4
4,3,Asteraceae,luni,3,21.558,5.27,5.233,6.048,2.65,870.9,2.4
4,3,Poaceae,pano,3,0.000,5.27,5.233,6.048,2.65,870.9,2.4
4,3,Poaceae,scsp,3,4.392,5.27,5.233,6.048,2.65,870.9,2.4
4,4,Poaceae,anla,3,0.000,5.71,8.016,8.165,1.6,858.3,3.2
4,4,Poaceae,axar,3,4.172,5.71,8.016,8.165,1.6,858.3,3.2
4,4,Apiaceae,erho,3,0.512,5.71,8.016,8.165,1.6,858.3,3.2
4,4,Onagraceae,oepa,3,0.000,5.71,8.016,8.165,1.6,858.3,3.2
4,4,Poaceae,pano,3,0.329,5.71,8.016,8.165,1.6,858.3,3.2
4,4,Poaceae,scsp,3,2.672,5.71,8.016,8.165,1.6,858.3,3.2
5,1,Poaceae,anla,3,6.735,5.28,6.360,6.329,3.57,938,7.3
5,1,Poaceae,axfi,3,8.052,5.28,6.360,6.329,3.57,938,7.3
5,1,Asteraceae,bage,3,8.345,5.28,6.360,6.329,3.57,938,7.3
5,1,Apiaceae,ernu,3,0.000,5.28,6.360,6.329,3.57,938,7.3
5,1,Hypoxidaceae,hyde,3,0.000,5.28,6.360,6.329,3.57,938,7.3
5,1,Asteraceae,hyp2,3,4.721,5.28,6.360,6.329,3.57,938,7.3
5,1,Juncaceae,juca,3,1.464,5.28,6.360,6.329,3.57,938,7.3
5,1,Poaceae,pano,3,3.587,5.28,6.360,6.329,3.57,938,7.3
5,1,Poaceae,papl,3,9.114,5.28,6.360,6.329,3.57,938,7.3
5,1,Fabaceae,trpo,3,1.391,5.28,6.360,6.329,3.57,938,7.3
5,2,Poaceae,axar,3,2.342,5.09,7.533,9.342,3.31,1107.9,7
5,2,Poaceae,axfi,3,4.136,5.09,7.533,9.342,3.31,1107.9,7
5,2,Asteraceae,bage,3,0.183,5.09,7.533,9.342,3.31,1107.9,7
5,2,Hypoxidaceae,hyde,3,0.000,5.09,7.533,9.342,3.31,1107.9,7
5,2,Asteraceae,hyp3,3,0.000,5.09,7.533,9.342,3.31,1107.9,7
5,2,Juncaceae,juca,3,0.183,5.09,7.533,9.342,3.31,1107.9,7
5,2,Poaceae,mnse,3,9.699,5.09,7.533,9.342,3.31,1107.9,7
5,2,Poaceae,pano,3,6.076,5.09,7.533,9.342,3.31,1107.9,7
5,2,Poaceae,papl,3,6.405,5.09,7.533,9.342,3.31,1107.9,7
5,2,Fabaceae,trpo,3,1.244,5.09,7.533,9.342,3.31,1107.9,7
5,3,Poaceae,anla,3,4.538,5.21,5.333,4.482,3.22,1013.9,4.1
5,3,Poaceae,axar,3,14.165,5.21,5.333,4.482,3.22,1013.9,4.1
5,3,Poaceae,axfi,3,11.273,5.21,5.333,4.482,3.22,1013.9,4.1
5,3,Asteraceae,bage,3,1.391,5.21,5.333,4.482,3.22,1013.9,4.1
5,3,Hypoxidaceae,hyde,3,0.000,5.21,5.333,4.482,3.22,1013.9,4.1
5,3,Juncaceae,juca,3,3.038,5.21,5.333,4.482,3.22,1013.9,4.1
5,3,Poaceae,mnse,3,10.870,5.21,5.333,4.482,3.22,1013.9,4.1
5,3,Poaceae,pano,3,2.416,5.21,5.333,4.482,3.22,1013.9,4.1
5,3,Poaceae,papl,3,4.502,5.21,5.333,4.482,3.22,1013.9,4.1
5,3,Fabaceae,trpo,3,1.098,5.21,5.333,4.482,3.22,1013.9,4.1
6,1,Poaceae,axfi,3,1.171,6.01,33.393,45.902,7.14,3082.2,8.8
6,1,Asteraceae,baco,3,6.222,6.01,33.393,45.902,7.14,3082.2,8.8
6,1,Asteraceae,bage,3,2.635,6.01,33.393,45.902,7.14,3082.2,8.8
6,1,Cyperaceae,cyer,3,3.257,6.01,33.393,45.902,7.14,3082.2,8.8
6,1,Apiaceae,erho,3,0.000,6.01,33.393,45.902,7.14,3082.2,8.8
6,1,Lythraceae,hesa,3,0.000,6.01,33.393,45.902,7.14,3082.2,8.8
6,1,Juncaceae,juca,3,8.345,6.01,33.393,45.902,7.14,3082.2,8.8
6,1,Juncaceae,jumi,3,1.757,6.01,33.393,45.902,7.14,3082.2,8.8
6,1,Poaceae,padi,3,1.281,6.01,33.393,45.902,7.14,3082.2,8.8
6,1,Poaceae,pano,3,1.574,6.01,33.393,45.902,7.14,3082.2,8.8
6,2,Poaceae,axfi,3,8.345,5.5,24.351,35.795,4.56,2550.5,10.5
6,2,Asteraceae,baco,3,7.869,5.5,24.351,35.795,4.56,2550.5,10.5
6,2,Asteraceae,bage,3,0.000,5.5,24.351,35.795,4.56,2550.5,10.5
6,2,Cyperaceae,cyer,3,12.115,5.5,24.351,35.795,4.56,2550.5,10.5
6,2,Apiaceae,erho,3,0.000,5.5,24.351,35.795,4.56,2550.5,10.5
6,2,Lythraceae,hesa,3,0.000,5.5,24.351,35.795,4.56,2550.5,10.5
6,2,Juncaceae,juca,3,1.208,5.5,24.351,35.795,4.56,2550.5,10.5
6,2,Juncaceae,jumi,3,1.610,5.5,24.351,35.795,4.56,2550.5,10.5
6,2,Poaceae,mnse,3,4.392,5.5,24.351,35.795,4.56,2550.5,10.5
6,2,Poaceae,padi,3,2.196,5.5,24.351,35.795,4.56,2550.5,10.5
6,2,Poaceae,pano,3,3.294,5.5,24.351,35.795,4.56,2550.5,10.5
6,2,Poaceae,papl,3,0.805,5.5,24.351,35.795,4.56,2550.5,10.5
6,2,Asteraceae,sirh,3,4.465,5.5,24.351,35.795,4.56,2550.5,10.5
6,3,Poaceae,axfi,3,6.003,5.69,26.148,49.340,4.43,3100,4.9
6,3,Asteraceae,baco,3,2.050,5.69,26.148,49.340,4.43,3100,4.9
6,3,Asteraceae,bage,3,0.000,5.69,26.148,49.340,4.43,3100,4.9
6,3,Cyperaceae,cyer,3,0.000,5.69,26.148,49.340,4.43,3100,4.9
6,3,Apiaceae,erho,3,0.000,5.69,26.148,49.340,4.43,3100,4.9
6,3,Lythraceae,hesa,3,0.000,5.69,26.148,49.340,4.43,3100,4.9
6,3,Juncaceae,juca,3,5.966,5.69,26.148,49.340,4.43,3100,4.9
6,3,Poaceae,mnse,3,2.818,5.69,26.148,49.340,4.43,3100,4.9
6,3,Poaceae,padi,3,0.000,5.69,26.148,49.340,4.43,3100,4.9
6,3,Poaceae,pano,3,0.952,5.69,26.148,49.340,4.43,3100,4.9
6,3,Poaceae,papl,3,6.698,5.69,26.148,49.340,4.43,3100,4.9
6,3,Asteraceae,sirh,3,6.149,5.69,26.148,49.340,4.43,3100,4.9
6,4,Poaceae,axfi,3,3.660,5.43,22.986,29.794,4.56,2228.9,11.3
6,4,Asteraceae,baco,3,8.455,5.43,22.986,29.794,4.56,2228.9,11.3
6,4,Asteraceae,bage,3,2.635,5.43,22.986,29.794,4.56,2228.9,11.3
6,4,Apiaceae,erho,3,0.000,5.43,22.986,29.794,4.56,2228.9,11.3
6,4,Juncaceae,juca,3,0.439,5.43,22.986,29.794,4.56,2228.9,11.3
6,4,Juncaceae,jumi,3,0.183,5.43,22.986,29.794,4.56,2228.9,11.3
6,4,Poaceae,mnse,3,6.735,5.43,22.986,29.794,4.56,2228.9,11.3
6,4,Poaceae,padi,3,3.331,5.43,22.986,29.794,4.56,2228.9,11.3
6,4,Poaceae,pano,3,2.306,5.43,22.986,29.794,4.56,2228.9,11.3
6,4,Poaceae,papl,3,5.710,5.43,22.986,29.794,4.56,2228.9,11.3
6,4,Asteraceae,sirh,3,4.136,5.43,22.986,29.794,4.56,2228.9,11.3
7,1,Poaceae,axfi,3,2.489,5.61,21.656,30.631,5.22,2227.9,12.3
7,1,Apiaceae,erho,3,0.000,5.61,21.656,30.631,5.22,2227.9,12.3
7,1,Juncaceae,juca,3,3.733,5.61,21.656,30.631,5.22,2227.9,12.3
7,1,Poaceae,mnse,3,2.928,5.61,21.656,30.631,5.22,2227.9,12.3
7,1,Poaceae,padi,3,0.000,5.61,21.656,30.631,5.22,2227.9,12.3
7,1,Poaceae,pano,3,0.000,5.61,21.656,30.631,5.22,2227.9,12.3
7,1,Poaceae,papl,3,3.953,5.61,21.656,30.631,5.22,2227.9,12.3
7,1,Poaceae,spin,3,1.867,5.61,21.656,30.631,5.22,2227.9,12.3
7,2,Poaceae,axfi,3,5.197,5.8,39.575,17.245,7.03,3269.4,9.9
7,2,Asteraceae,bage,3,3.331,5.8,39.575,17.245,7.03,3269.4,9.9
7,2,Apiaceae,erho,3,0.000,5.8,39.575,17.245,7.03,3269.4,9.9
7,2,Asteraceae,hyp1,3,1.793,5.8,39.575,17.245,7.03,3269.4,9.9
7,2,Juncaceae,juca,3,0.000,5.8,39.575,17.245,7.03,3269.4,9.9
7,2,Poaceae,mnse,3,0.586,5.8,39.575,17.245,7.03,3269.4,9.9
7,2,Poaceae,padi,3,2.599,5.8,39.575,17.245,7.03,3269.4,9.9
7,2,Poaceae,pano,3,0.000,5.8,39.575,17.245,7.03,3269.4,9.9
7,2,Poaceae,papl,3,2.379,5.8,39.575,17.245,7.03,3269.4,9.9
7,2,Fabaceae,trpo,3,0.549,5.8,39.575,17.245,7.03,3269.4,9.9
7,3,Poaceae,axar,3,2.379,5.65,23.146,25.795,5.45,2151.1,7.7
7,3,Poaceae,axfi,3,7.869,5.65,23.146,25.795,5.45,2151.1,7.7
7,3,Asteraceae,bage,3,3.880,5.65,23.146,25.795,5.45,2151.1,7.7
7,3,Apiaceae,erho,3,0.000,5.65,23.146,25.795,5.45,2151.1,7.7
7,3,Apiaceae,ernu,3,0.000,5.65,23.146,25.795,5.45,2151.1,7.7
7,3,Juncaceae,juca,3,1.537,5.65,23.146,25.795,5.45,2151.1,7.7
7,3,Poaceae,mnse,3,0.915,5.65,23.146,25.795,5.45,2151.1,7.7
7,3,Poaceae,padi,3,1.318,5.65,23.146,25.795,5.45,2151.1,7.7
7,3,Poaceae,pano,3,1.025,5.65,23.146,25.795,5.45,2151.1,7.7
7,3,Poaceae,papl,3,3.843,5.65,23.146,25.795,5.45,2151.1,7.7
7,3,Poaceae,spin,3,0.915,5.65,23.146,25.795,5.45,2151.1,7.7
7,3,Fabaceae,trpo,3,1.061,5.65,23.146,25.795,5.45,2151.1,7.7
1,2,Poaceae,meri,2,11.060,4.66,52.027,36.940,6.63,3591.3,2
1,4,Poaceae,meri,2,9.941,5.17,32.346,26.259,4.84,2230.6,0.5
